Sample	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
PC 38:5; [M-Ac-H]-@6.47	223669.4519	253098.0082	271641.334	298974.5485	228766.9758	240551.9938	386086.2444	477798.8935	233293.2589	230196.2958	262228.6199	278366.2344	371164.6689	227942.5115	293384.9687	409865.4038	290174.9481	246082.3628	371718.1532	366291.3048	230689.935	240879.495	373039.2039	337912.1298	281150.4536	151260.6537	432667.5144	409017.797	522575.4056	306179.5143	264447.2139	338508.5973	284771.0456	212786.5909	267742.6008	325527.2186	408629.8529	302197.4189	437929.5521	350102.3308	166634.0168	232263.402	156559.5701	1020.957408	331747.8407	321716.8444	259797.0109	141296.2305	314252.8108	366659.6827	334659.5152	205569.5574	511768.8358	197944.2164	318443.7337	433406.6164	239023.032	192893.9276	211030.6695	266157.3417	158777.5169	297130.8676	419214.776	421505.2873	273730.4542	237975.1816	312210.4093	280426.0115	257196.88	376251.0271	434185.7436	332116.3677	169434.5177	247023.773	269807.9911	227021.1272	369543.3829	257842.9807	269967.4511	376478.6417	421894.1213	422651.6425	349194.6981	323623.7856	436703.3236	356409.7655	328091.888	122139.5608	281853.7144	344805.0358	380348.7487	428692.3943	190554.3343	287682.1638	340688.9758	263685.9385	168450.4195	297354.8441	332450.0932	319414.0148
PC 38:5; [M-Ac-H]-@5.03	7752.848981	4719.38898	11740.69965	1577.761459	3974.256958	722.3822962	3010.571578	5595.532679	3044.221156	2026.399878	3243.824958	314.1318038	11762.48836	4490.735484	7913.776926	3995.634742	3350.245181	8490.996834	2065.083761	4681.098176	1099.76972	6007.314724	990.3776193	8813.167508	1303.685362	4835.660969	5629.030801	6161.938105	6280.095752	15403.39872	7855.764845	1072.844409	1183.112247	7708.668425	16171.63095	1473.144425	9720.502669	13258.28728	3721.432025	14275.47739	15101.45219	19017.03954	16259.0805	150.1761064	7133.228509	5663.082097	4406.800578	13289.30119	9332.483694	10401.58186	14896.4484	29008.97901	6364.360972	18557.55929	1166.147848	16402.14314	13142.85943	7887.053224	4660.698017	3260.956434	6192.056673	4306.529839	5062.673801	306.3562457	23027.35318	9378.210244	3676.476612	4487.071444	3501.624411	3348.287972	18675.86586	5019.761372	12977.02344	670.4064463	11699.14047	8346.394734	2506.107017	1717.488852	12554.19448	7017.528146	6719.00181	17195.95648	2159.370194	4606.727656	6254.569785	3247.490584	1198.056087	10013.48899	2286.775663	3877.497371	4627.662541	583.6994649	9900.194567	1694.025697	4015.244383	1566.912596	2494.341588	5289.905063	3650.427844	
PC 38:6; [M-Ac-H]-@6.08	363181.2128	612022.4937	297339.3983	306952.9867	184513.3312	157497.6547	445144.3229	516521.4504	289682.3957	254708.317	212873.0967	255823.9494	728387.2499	439986.1122	261086.6938	407231.2066	198945.788	148960.417	493565.7447	503742.2876	391756.2194	429623.6085	595959.3375	409584.9425	451446.6681	132239.7943	501444.6482	435302.2994	493016.3453	347145.4953	193928.0307	354928.0208	275055.7207	148833.717	198071.022	390367.1334	479422.6247	270763.6657	365058.1022	231345.7586	191578.2079	194023.6121	221784.2258	868.3678944	199680.8285	192823.568	218638.1032	109820.7659	420196.4474	342111.9351	308565.7784	202627.4338	572479.0828	167572.8819	315167.037	358813.3625	342756.0883	177705.1428	204720.229	173784.3444	161285.2536	199717.9639	319009.2524	298486.6536	224836.317	331303.8308	368241.6872	196014.5493	287603.5162	358504.9403	712116.4124	218913.1769	203587.9195	263716.3752	130319.5817	221615.4616	428647.4816	257113.013	211577.5209	388541.0099	600123.873	400755.8351	313955.276	439744.8861	344996.8217	172901.0816	265962.3007	142762.6813	331608.7339	231903.3117	229197.1432	271806.0445	167056.9109	317877.1889	367316.1819	215962.6156	126186.839	194322.8327	294931.4478	248839.1713
PC 38:7; [M-Ac-H]-@5.59	32193.38397	63183.41125	31474.05123	24379.96996	17293.33355	32760.94539	38677.42176	42347.01564	16979.6149	13193.18588	17429.69328	23554.13185	89015.92124	42842.94691	26165.70406	38188.01029	22178.3057	15641.93229	53891.02919	58322.67654	43824.50615	34182.22011	46021.10429	41037.00029	45083.41954	21244.51093	53984.66144	47703.8015	64142.52144	29957.6743	44008.87364	40085.48725	29215.43951	35839.61246	17220.11633	39335.65262	33634.56506	14137.36866	16974.162	19104.18047	24016.26883	32314.99489	23983.69336	86.75513513	24769.71844	23555.91542	18649.05131	42800.029	25191.53874	37414.278	32893.23835	21084.82678	53919.35551	27039.69836	64752.46731	38076.10462	28907.22754	23097.3472	44672.65973	27918.88405	37814.22041	30119.92769	46364.37047	55744.11439	37013.50547	54012.02229	48710.15524	58863.9625	57528.57807	33897.54323	76615.2168	53868.25159	20504.74551	36207.67253	34380.60293	19465.15876	49452.18162	39394.459	18389.99317	63151.15435	98478.89408	39956.25784	30887.91989	56126.38854	32856.93982	17497.05623	26168.76395	23089.39677	31680.82592	36436.39874	30290.905	41183.8473	20858.50797	48579.30976	46893.15732	23124.41358	27583.95968	25630.84855	42211.32539	36685.02674
PC 39:4; [M-Ac-H]-@7.10	2653.150935	10200.40484	5568.514651	7371.822035	7000.790893	7564.01314	6271.71378	9254.44898	3651.246163	6661.614089	7154.325114	10508.28318	11838.36883	2644.895166	9891.477692	7637.509093	14360.93471	7102.052452	11224.40656	6797.24876	6519.71164	6818.6455	10929.09598	9643.241509	6939.23746	4568.701702	8893.820717	7299.601199	13887.0407	5714.637263	2967.385705	7777.124986	8511.299541	7014.498052	5738.008607	6041.472812	14770.72541	8357.374253	15810.82584	12710.99574	6111.202977	7918.876866	4950.65696	168.7785072	8954.830776	11977.71508	6092.479574	8775.966427	12085.64984	15120.98534	4827.503287	9795.754578	14839.77099	4061.196279	11381.49542	5274.646781	5906.932094	6381.359923	5221.455865	10878.40246	4860.89504	7865.209474	10242.72848	8923.657469	5125.571113	7726.150758	10715.20971	6043.141922	7610.406543	7254.700695	9651.080196	5633.279153	8828.046554	6317.476841	5040.158917	8016.888866	7767.249451	3479.493886	7595.137108	9746.525091	4572.536046	14842.38827	9272.138808	7788.504293	16559.77493	18036.22388	7810.921885	2777.054273	7582.294821	13653.82792	9740.666189	12900.41676	10226.61246	3014.6274	10140.07728	8123.780642	8387.378945	17186.75532	13388.47348	7957.563875
PC 39:5; [M-Ac-H]-@6.71	1794.962914	4634.098171	5564.922565	3327.319062	4441.480844	2348.688623	3667.254106	3496.002063	9983.366565	3014.347157	3150.281809	6789.413784	3374.904029	1847.832272	4534.13439	4988.834198	4614.502459	2639.262205	2488.266171	5780.049555	1380.563891	4037.458134	5273.73779	9460.710945	8581.752793	1436.579051	6639.578127	6632.961909	3441.579289	2583.488936	2157.991944	2068.359864	4874.788097	2129.217162	2367.286542	3528.091585	8561.421086	3735.471062	9147.760596	7318.919346	1450.505038	764.2811737	1708.099494	97.68804747	2000.975621	6992.415921	7156.242683	1066.987185	3838.478397	8514.722884	4440.105825	1914.238462	8229.138679	2905.567219	4436.265566	3669.27598	1204.96791	2588.077321	3431.414328	3760.755687	2570.447159	4620.925058	6446.557491	7547.765581	908.4553136	4954.880829	2824.361571	3840.623487	2949.351308	9754.394215	10847.52415	2029.193343	10372.87879	1956.067165	1293.585925	7336.85105	4239.466648	6147.616602	5695.244483	5448.451245	1138.070321	11705.51455	6907.230793	2273.131623	8427.205682	3248.214612	5687.610152	3974.693147	6715.917953	4549.224804	5735.361084	7367.573777	6059.978058	2789.235737	6082.501008	3241.584574	1819.328893	8937.99709	3824.635092	5949.760541
PC 39:6; [M-Ac-H]-@6.48	9659.428702	10110.50587	9061.039023	14464.97595	4117.286972	3928.260408	13008.42741	12556.63485	7057.135881	6392.428639	7101.732818	7277.54732	19902.55576	7731.634708	11432.30986	7064.119519	7134.93164	7370.684006	14069.67455	7961.743016	7289.881893	8374.418501	12702.31084	8509.039821	9885.838656	5232.578033	5954.610623	14371.96456	12814.62823	8042.4804	5186.907967	3942.001816	4333.320404	5446.124589	6645.301281	9652.367217	17031.22504	8496.469794	6131.012927	6282.259146	6484.623839	6346.315171	7023.409939	170.2414737	4881.209235	9115.756174	5703.742277	4061.197751	10175.54432	13895.49185	16303.86891	2031.485916	16023.78163	10863.19628	4744.766147	5945.264878	10110.91324	2766.749891	2144.465816	6768.227122	3109.187938	6604.423926	3786.117797	8333.185082	5728.068996	10565.2486	6588.981644	9702.129412	8389.911179	10195.98905	17132.73248	6952.339031	8903.104912	9621.915707	2396.668459	8652.146984	7846.725029	7304.330546	6428.782667	9948.51138	16189.37252	8194.196387	11464.27441	7982.412595	8736.648058	4861.47179	7973.737974	5323.111964	9709.569823	2641.109003	4671.917833	6947.176045	6357.200221	8829.467188	8497.27067	3540.296179	5779.381823	9253.803069	7055.271686	6743.244127
PC 40:3; [M-Ac-H]-@7.61	4594.99199	7512.518366	6424.036811	3312.602023	3231.948938	3748.515474	8880.270598	8588.217808	4998.814105	3685.48303	5702.859264	8048.438391	11988.61086	13158.1684	10508.99518	10393.22198	8029.823509	8908.108751	8558.996013	11651.54285	5609.229715	5280.295383	4155.968968	23670.48874	3173.395226	4727.913423	6689.124397	18928.68408	17035.7374	8405.824192	4516.780929	10904.72813	11520.01068	6106.073826	3919.213828	6939.583123	12894.0543	12850.95934	11108.19169	8845.305471	4341.107759	3703.819315	7922.900563	181.605244	9170.010982	8827.402544	10966.00365	8296.46055	11254.79532	11634.25078	9307.689897	5865.383164	7819.464837	5648.314069	15313.28001	12837.32555	7516.98812	7290.239685	10908.85571	6370.81888	7200.080102	7333.879259	11534.86869	16174.50701	10762.1689	4963.610544	8193.336001	6731.695046	8258.062244	5523.059224	12629.63475	9090.528873	12874.51483	15207.85033	15443.79282	8355.844476	13470.64531	9485.406663	10364.17499	12906.98222	14089.59917	8600.887671	14185.02877	6766.900011	16743.72749	23684.65502	14132.38557	6103.634542	8366.126726	10861.18776	11764.91547	14593.88834	10293.46393	11482.89386	10149.71662	10056.1482	6219.0748	9290.248118	13982.41201	12867.43604
PC 40:4; [M-Ac-H]-@7.37	19737.69017	25200.45474	33474.21113	27718.50371	48722.49207	26634.3101	42683.26986	38686.73537	28441.30605	7568.10785	38900.04876	49033.6656	40321.98008	25413.31212	45858.51317	37480.77464	31221.15666	23503.59569	33433.03289	39595.00195	26168.07414	46510.05099	24708.99125	65040.52576	21879.68228	21294.01941	48452.43687	26652.5905	54124.27687	24127.01723	34475.56565	42029.59467	47477.81676	38111.17934	37286.67762	59530.34632	73900.1265	31566.78069	60248.20382	46980.72131	21582.72704	33548.34593	14083.40731	76.31209916	38091.09488	41282.90725	37948.38164	8893.782021	36104.2734	43702.40094	32870.45124	27427.12279	44139.49663	16450.21039	37178.37157	58866.36973	18630.38951	31399.16578	29377.3811	22417.10442	27488.00802	49338.19585	59975.29103	59380.78286	22279.08901	22424.56699	45160.41135	40505.57378	52210.70888	37945.04983	38947.59144	50450.7889	28677.22788	41892.66116	58015.31664	35130.89644	37057.12843	28602.90485	33655.37339	37021.09671	34827.16955	57265.64022	44978.80446	45401.787	68859.4125	114421.852	50800.80539	21347.97802	29426.70476	47436.5744	66093.1414	65919.55434	37715.75106	42098.54018	35248.0617	36984.28379	33980.64647	37333.49191	64062.83038	62614.27011
PC 40:5; [M-Ac-H]-@7.12	36595.5025	69023.08766	48790.30383	43510.9157	61172.30338	54025.21275	72139.78944	76538.8679	40975.84315	42986.6458	66388.33773	81196.9311	60349.22666	33767.61666	68753.84935	61190.83571	52202.52579	36513.82752	67929.24152	60553.06103	50590.47145	50327.01156	74099.60713	86146.48562	56412.61445	31544.88204	96084.21822	67683.12536	88633.67402	54693.9152	65303.74051	102959.8681	68866.41019	49294.14016	43544.25433	83491.13146	115196.4251	76152.99548	85051.99941	58515.23424	36864.31709	67358.44703	41552.6022	260.3670357	60350.96429	62159.44252	47982.67074	19519.42872	75311.46244	82086.61686	62483.63936	34970.10117	101343.189	33606.27697	67840.14838	96231.12541	31019.31132	50838.49296	37019.99205	46914.39016	31499.62195	68582.83183	76192.97262	109765.667	34123.01463	47390.47891	59841.01193	61130.84693	52402.27944	64723.55942	98415.68623	66251.85065	39948.65512	55660.46071	68768.09678	63323.59264	71394.69771	36574.20903	47955.29853	60657.74238	76123.73779	84764.57903	81457.83501	96571.5174	111642.8453	150346.9305	80402.73059	28699.24824	79555.09208	75369.69429	100573.7798	94667.29103	50101.62275	64455.70659	88096.08944	53423.40783	47573.79299	70097.06494	73981.95999	93306.56794
PC 40:6; [M-Ac-H]-@6.78	85370.39631	155279.4548	85072.38937	73137.62951	63088.16207	51935.93173	133972.5564	141374.4981	76630.0329	109875.2957	98631.04023	109417.4704	106462.8829	66923.47583	81395.06138	59125.09966	70106.07561	39415.91674	105423.2101	84094.39603	56747.26207	82339.10099	128756.3671	129885.9154	134764.9447	52018.92645	108389.6734	93163.65185	125089.0757	92488.53682	72981.59809	93838.3964	51446.63384	49091.73321	53986.10502	88735.21048	150023.0352	77002.52738	67845.81641	56995.1721	43021.06155	69143.08972	74196.25788	413.2858524	63117.8169	50981.3383	65131.29356	21884.47335	126714.9088	88584.9122	83525.23302	49842.11867	180672.6074	28657.15348	81896.53725	109092.1718	72202.48363	37782.1101	48189.92719	59606.41565	40041.49906	54693.46437	87722.39797	74682.54094	42244.76968	92136.13656	72734.79989	44858.39684	74356.64211	108883.1018	157297.8742	64128.49401	62664.37427	62971.47135	36089.87744	47713.85988	128482.082	71620.07479	45104.46179	101302.7403	161769.5607	119280.371	94313.33371	176225.5326	83728.34122	92503.43434	64286.97285	27713.54336	122483.8982	78581.99024	101116.3563	96054.89442	47640.78975	83247.44051	86862.41754	70692.64284	25545.30802	41108.53872	85160.97055	107001.7132
PC 40:7; [M-Ac-H]-@6.30	19357.25318	18923.07352	25325.65468	25344.08422	15458.27218	19150.26222	32587.93651	39819.4195	16179.91464	13921.83964	18596.21221	11950.34466	34910.34063	19852.85859	26047.2818	39368.13153	15431.04538	7774.076902	33665.96598	28989.20416	25551.19513	17008.59028	34938.1854	33491.86921	24464.29404	9532.475591	28415.70462	31992.89016	27605.97828	18214.95206	26418.46136	16926.54926	23576.67805	16946.50922	16812.13024	25177.55773	24921.86913	12852.26294	21273.55273	19177.45347	10610.91608	20514.09119	20465.49509	77.64457969	23328.80037	23250.13208	20070.77663	9449.247752	31155.19351	32341.38864	27929.31109	15064.39538	34165.18217	12839.87287	27457.28966	31783.09792	18463.88765	21184.63411	21745.53334	16041.48494	19866.0022	23996.67777	26827.58405	39167.47489	13616.01275	25348.32931	26962.59745	18188.19829	24383.73989	35741.98191	74608.46017	25227.18262	20510.46255	28697.42406	24721.2053	7479.127616	42200.86926	25570.52553	19539.03072	35067.41342	54421.45651	22722.72037	20108.62854	44130.3595	23245.60055	23080.16224	18001.69256	9784.223954	28982.46646	16952.7126	24412.57569	28493.46348	21144.29972	32417.32605	32448.61924	17756.15967	9286.209813	18904.61799	26664.4164	17067.37027
PC 40:8; [M-Ac-H]-@5.85	13046.79699	24380.62472	19906.8084	18087.94386	14978.25831	15034.42491	26536.36078	12449.1088	18159.91655	18434.87004	15328.93958	12642.7651	32305.64336	20564.29254	19892.95657	16078.97707	12486.33067	8504.496246	31246.09432	31253.04843	32830.46123	18401.0965	14883.6182	20537.76723	17106.16679	7686.596635	38727.27114	12278.81841	36008.00719	15223.89323	45149.37977	46969.46118	14930.82161	24300.97661	15754.69969	26813.60091	18584.23741	29425.21561	44858.26838	6935.2512	9561.181332	24391.4448	15434.54241	26.98684314	10841.74377	21388.95941	16288.77769	30566.45593	11144.56145	12539.35013	17132.3115	14929.33107	21034.30866	10472.00747	60455.9559	55852.10455	36104.87456	59730.29337	38300.27896	14566.39656	50133.56802	30085.78603	32170.63198	51311.8574	11337.52643	13401.10266	25557.71368	29499.15441	29659.10132	23135.07263	20899.19237	45217.58157	14641.23901	65082.90632	47922.85771	24430.94568	17268.42873	28994.37251	16954.6581	19167.8557	25695.68691	13600.16755	30442.15215	22218.97206	25262.52914	38678.08911	14624.59663	19282.17525	21154.26188	47982.01144	43279.77727	73466.82929	43607.33475	60971.93554	41382.40949	26170.62693	25034.14327	26103.99219	32391.33776	44560.68364
PC 42:10; [M-Ac-H]-@5.78	8805.234803	10476.19888	6388.470682	5113.864865	6236.911029	5809.523466	6429.564584	5338.117131	4684.396827	3252.525112	2395.979909	5221.324583	16087.81962	8518.137448	3076.90154	3397.460227	8133.609624	3594.843624	13767.41799	8152.087446	9537.131104	10755.23644	7346.228778	6848.92939	5056.5382	4496.769099	6201.095967	5030.50919	8467.936888	7335.231377	1591.970918	12735.82442	2969.060632	6933.98401	11242.08142	10563.1566	3423.771988	9139.616449	6318.036941		4163.634538	3051.123044	1284.654075	27.45489707	3554.806321	3856.14583	5999.996654	6947.297496	5364.762195	3988.834025	1764.923367	2279.785822	7427.655961		11933.12948	15554.45267	2918.826559	1544.692184	9668.194471	6512.420005	187.3949674	3140.530214	7210.722298	7397.258503		4396.420116	13790.01196	8035.591	7041.154883	6556.77399	10414.74453	11234.68978	1928.954828	5700.965341		4867.641789	8234.607381	6903.937094	5660.654989	5466.212591	9019.592618	5948.614445	5092.549218	8988.901482	6656.433911	5194.740726	3099.82944	1468.591443	5176.492829	2960.351895	6003.990691	9827.461029	3488.787733	5787.072216		6162.925616		10812.07494	6427.19246	8664.184852
PC 42:2; [M-Ac-H]-@8.62	7748.491571	8181.934528	7376.880118	2389.180788	12708.72352	3389.977279	6827.33576	2162.813791	6832.74103	2746.452591	8967.972221	2245.914406	6334.325986	8732.247851	11810.97879	5703.911836		3989.628756	1774.509233	9084.415186	7056.046642	13814.83095	3843.026036	16551.02045	2345.12455	3123.102767	8597.489931		15021.84419		7182.064984	8061.256482	7253.354409	14527.31604	2898.075339	12349.87564	14044.73641	8018.445535		14280.81922	8507.622757	3383.286914	5571.013946	166.8123321	3946.890576	7385.978167	6881.076126	4576.743825	9613.692336	7197.926083	14237.82209	15063.56469	9512.081468	16392.38591	10109.99091	20740.53779	7583.056907	13927.37067	3960.402464	4215.824042	6842.998613	6091.520907	12970.29899	10797.63507	14964.21142	6625.537642	10284.6077	6901.684516	8704.438328	3740.621005	14473.75551		13942.0071	3306.824607	10376.25719	7031.820158	4655.188514	7365.425369	13359.93413	5358.992977	28789.77	8666.559349	10382.05222	9211.214834	7245.734412	15009.54595	3324.166168	10430.12964	3707.295062	2883.573441	17663.17313	5503.834258	3417.171037			5377.892548	8789.313656	11717.08283		
PC 42:4; [M-Ac-H]-@8.02	5714.021151	3507.038722	6718.410412	5701.240652	6966.079889	3996.306822	2133.286319	5201.678886	3997.425138	3706.460615	5863.047139	4450.034243	9948.055944	5864.697012	7745.299251	4992.047504	3407.57902	4287.84026	6392.528192	6847.179964	6022.058833	13198.01082	7868.194137	11545.11237	9856.034962	4529.162431	6549.13156	13688.43011	9218.639187	5937.023074	4524.564853	8179.185763	10328.97251	7705.066808	6386.224452	5355.223976	12131.6574	3930.027329	8577.234913	9165.082987	8785.270458	7002.979237	7089.597418	381.571666	9272.71581	4816.31466	9203.990978	5862.978914	4796.381362	16997.16403	9988.720789	7236.789873	4215.100667	14147.29136	9443.953486	9576.924376	5259.312046	7155.895411	6021.990651	5908.519807	3805.577821	9676.255727	9358.784665	4430.468914	5195.874157	6480.975428	8260.782702	8705.699324	4991.685748	9798.777709	8973.088219	6035.70352	6581.690523	10980.04622	4291.266044	7175.857761	12165.39091	6361.313791	12365.33156	7131.945798	15400.46473	11875.23525	12060.00341	11615.05399	11833.18084	10326.53627	7243.534893	8075.046954	6409.409885	5016.675897	9354.426283	5714.970066	8262.634889	7222.780676	11949.33978	6500.056809	8836.890474	5936.616732	9229.789414	8014.162533
PC 42:5; [M-Ac-H]-@7.48	3748.898209	5320.187497	3632.739906	3405.728368	4082.691075	5154.654877	4966.036762	1673.147263	2806.465227	2629.82333	2793.140762	674.6351245	5960.443279	2571.015121	4976.071577	1875.88029	3087.185062	5585.31515	5827.773817	2637.136136	3138.23825	6665.322827	5835.174063	8151.393965	4599.289396	2637.208872	7617.48828	7366.071523	3965.554165	2858.939146	7123.626699	7365.792179	6275.466946	5869.875534	6278.019593	5235.700516	4955.452518	2775.613114	2270.217917	3142.17434	3223.73185	2591.01745	5908.578443	58.33751985	2924.035656	1330.281906	4061.632842	2473.59938	3873.447434	4640.352607	8382.973354	2914.117805	4794.712656	8112.978597	6760.622059	6396.660768	4360.517879	4300.997394	3095.145394	3965.540993	6477.50207	4272.871679	4588.747481	8890.701063	3619.906384	7518.253454	3336.749967	3211.017485	3421.981236	3431.270031	6354.684874	4440.383809	5262.069142	3583.196227	4709.351376	5791.074445	5720.704467	5735.447182	7679.356472	3454.333775	5970.384928	14527.40439	3284.334125	8818.073878	10897.3675	10272.46987	4078.175469	7015.384915	7982.702361	7322.79337	5692.787688	7369.094983	3434.532097	3698.584665	6468.097365	3436.392163	6503.566743	5769.056696	5268.790718	6360.160162
